trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.01, 'e': 0.9999998625492461}",20,0,-81.74676782846133,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
184,False,"{'a': 0.01, 'e': 0.9999998555019962}",30,0,-148.94856756370882,"{0: 16, 1: 6, 2: 6, 3: 0, 4: 2}",0
185,False,"{'a': 0.01, 'e': 0.9999998480934262}",20,0,-51.94005488607537,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
186,False,"{'a': 0.01, 'e': 0.999999840305011}",20,0,-120.54586338776373,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
187,False,"{'a': 0.01, 'e': 0.9999998321172752}",30,0,-312.38517591112395,"{0: 13, 1: 2, 2: 9, 3: 1, 4: 5}",0
188,False,"{'a': 0.01, 'e': 0.9999998235097455}",25,0,-101.29795296593853,"{0: 16, 1: 6, 2: 1, 3: 0, 4: 2}",0
189,False,"{'a': 0.01, 'e': 0.9999998144608981}",20,0,-162.59625650807214,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
190,False,"{'a': 0.01, 'e': 0.9999998049481068}",30,0,-241.04206164969506,"{0: 16, 1: 2, 2: 7, 3: 1, 4: 4}",0
191,False,"{'a': 0.01, 'e': 0.9999997949475846}",20,0,-79.19982521301941,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
192,False,"{'a': 0.01, 'e': 0.9999997844343246}",20,0,-161.58854149356137,"{0: 9, 1: 3, 2: 4, 3: 2, 4: 2}",0
193,False,"{'a': 0.01, 'e': 0.9999997733820386}",20,0,-56.81440068024905,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
194,False,"{'a': 0.01, 'e': 0.9999997617630899}",20,0,-129.5982952036082,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
195,False,"{'a': 0.01, 'e': 0.9999997495484255}",25,0,-86.0104175972388,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
196,False,"{'a': 0.01, 'e': 0.999999736707502}",30,0,-170.59026083671392,"{0: 15, 1: 5, 2: 8, 3: 0, 4: 2}",0
197,False,"{'a': 0.01, 'e': 0.9999997232082107}",20,0,-52.76113433405537,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
198,False,"{'a': 0.01, 'e': 0.9999997090167964}",30,0,-183.73128965812822,"{0: 17, 1: 3, 2: 7, 3: 0, 4: 3}",0
199,False,"{'a': 0.01, 'e': 0.999999694097773}",25,9,-40.96645966757253,"{0: 9, 1: 3, 2: 4, 3: 0, 4: 0}",1
200,False,"{'a': 0.01, 'e': 0.9999996784138356}",25,0,-141.26547116850676,"{0: 16, 1: 4, 2: 2, 3: 0, 4: 3}",0
201,False,"{'a': 0.01, 'e': 0.999999661925766}",25,0,-122.21730772890339,"{0: 14, 1: 2, 2: 8, 3: 0, 4: 1}",0
202,False,"{'a': 0.01, 'e': 0.9999996445923354}",35,0,-135.7389558821088,"{0: 22, 1: 1, 2: 10, 3: 1, 4: 1}",0
203,False,"{'a': 0.01, 'e': 0.9999996263702017}",25,0,-23.06153507243086,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
204,False,"{'a': 0.01, 'e': 0.9999996072137998}",20,0,-91.4928372789196,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
205,False,"{'a': 0.01, 'e': 0.999999587075229}",20,0,-53.991947804554336,"{0: 12, 1: 5, 2: 2, 3: 1, 4: 0}",0
206,False,"{'a': 0.01, 'e': 0.9999995659041324}",25,0,-141.92403354679715,"{0: 12, 1: 2, 2: 9, 3: 1, 4: 1}",0
207,False,"{'a': 0.01, 'e': 0.9999995436475715}",30,0,-164.58599974087628,"{0: 15, 1: 5, 2: 8, 3: 0, 4: 2}",0
208,False,"{'a': 0.01, 'e': 0.9999995202498934}",30,0,-143.31855498996876,"{0: 17, 1: 6, 2: 5, 3: 0, 4: 2}",0
209,False,"{'a': 0.01, 'e': 0.9999994956525918}",20,8,-90.3374741933966,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 2}",1
210,False,"{'a': 0.01, 'e': 0.999999469794161}",30,0,-161.14523899150214,"{0: 17, 1: 4, 2: 6, 3: 1, 4: 2}",0
211,False,"{'a': 0.01, 'e': 0.9999994426099414}",20,0,-58.68082412260675,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
212,False,"{'a': 0.01, 'e': 0.9999994140319587}",25,0,-96.92770642939301,"{0: 18, 1: 4, 2: 1, 3: 0, 4: 2}",0
213,False,"{'a': 0.01, 'e': 0.9999993839887533}",20,0,-184.59918074107168,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 4}",0
214,False,"{'a': 0.01, 'e': 0.9999993524052017}",25,4,-125.82886054874236,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 3}",1
215,False,"{'a': 0.01, 'e': 0.9999993192023292}",25,3,-32.938022280742615,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 0}",1
216,False,"{'a': 0.01, 'e': 0.999999284297111}",30,0,-194.58285204859894,"{0: 18, 1: 2, 2: 6, 3: 1, 4: 3}",0
217,False,"{'a': 0.01, 'e': 0.9999992476022669}",25,0,-59.919445932003406,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 0}",0
218,False,"{'a': 0.01, 'e': 0.9999992090260407}",30,0,-136.6465086392922,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
219,False,"{'a': 0.01, 'e': 0.9999991684719722}",20,0,-51.64497616853616,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
220,False,"{'a': 0.01, 'e': 0.9999991258386559}",25,0,-176.99888582554996,"{0: 13, 1: 3, 2: 6, 3: 0, 4: 3}",0
221,False,"{'a': 0.01, 'e': 0.9999990810194866}",20,0,-93.1785881843087,"{0: 10, 1: 5, 2: 4, 3: 0, 4: 1}",0
222,False,"{'a': 0.01, 'e': 0.9999990339023938}",20,0,-132.75395151828954,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
223,False,"{'a': 0.01, 'e': 0.9999989843695606}",20,0,-182.76578217703866,"{0: 9, 1: 2, 2: 6, 3: 0, 4: 3}",0
224,False,"{'a': 0.01, 'e': 0.9999989322971299}",20,0,-119.48994236502236,"{0: 9, 1: 2, 2: 8, 3: 0, 4: 1}",0
225,False,"{'a': 0.01, 'e': 0.9999988775548947}",30,0,-121.92764851884525,"{0: 14, 1: 11, 2: 4, 3: 0, 4: 1}",0
226,False,"{'a': 0.01, 'e': 0.9999988200059715}",25,0,-128.60348421804127,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
227,False,"{'a': 0.01, 'e': 0.9999987595064589}",20,0,-69.72173677634112,"{0: 12, 1: 6, 2: 1, 3: 0, 4: 1}",0
228,False,"{'a': 0.01, 'e': 0.999998695905078}",30,0,-164.5950247935973,"{0: 15, 1: 4, 2: 8, 3: 2, 4: 1}",0
229,False,"{'a': 0.01, 'e': 0.999998629042793}",30,0,-81.35076975271966,"{0: 19, 1: 4, 2: 6, 3: 1, 4: 0}",0
230,False,"{'a': 0.01, 'e': 0.9999985587524154}",30,4,-147.1388038041774,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 3}",1
231,False,"{'a': 0.01, 'e': 0.9999984848581834}",25,0,-70.74007040273791,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
232,False,"{'a': 0.01, 'e': 0.9999984071753252}",25,0,-88.60832770199708,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
233,False,"{'a': 0.01, 'e': 0.9999983255095944}",30,0,-192.0599189833891,"{0: 18, 1: 5, 2: 3, 3: 0, 4: 4}",0
234,False,"{'a': 0.01, 'e': 0.9999982396567868}",25,7,2.3054231925985924,"{0: 14, 1: 4, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.01, 'e': 0.9999981494022271}",20,0,-28.266422948375325,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 0}",0
236,False,"{'a': 0.01, 'e': 0.9999980545202348}",30,0,-98.76396504002707,"{0: 19, 1: 5, 2: 5, 3: 0, 4: 1}",0
237,False,"{'a': 0.01, 'e': 0.9999979547735586}",25,0,-58.563299601601685,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
238,False,"{'a': 0.01, 'e': 0.9999978499127818}",25,0,-150.1695537168692,"{0: 12, 1: 5, 2: 6, 3: 0, 4: 2}",0
239,False,"{'a': 0.01, 'e': 0.999997739675702}",30,0,-132.030312460547,"{0: 20, 1: 1, 2: 7, 3: 0, 4: 2}",0
240,False,"{'a': 0.01, 'e': 0.9999976237866726}",20,0,-154.91277645030428,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
241,False,"{'a': 0.01, 'e': 0.9999975019559143}",25,0,-169.41282217436415,"{0: 14, 1: 3, 2: 5, 3: 0, 4: 3}",0
242,False,"{'a': 0.01, 'e': 0.9999973738787915}",20,0,-87.61973502583196,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
243,False,"{'a': 0.01, 'e': 0.9999972392350497}",20,0,-237.80432610730742,"{0: 10, 1: 2, 2: 2, 3: 1, 4: 5}",0
244,False,"{'a': 0.01, 'e': 0.9999970976880148}",35,0,-232.34438633478152,"{0: 17, 1: 6, 2: 8, 3: 1, 4: 3}",0
245,False,"{'a': 0.01, 'e': 0.9999969488837513}",20,0,-165.483731191498,"{0: 8, 1: 7, 2: 2, 3: 0, 4: 3}",0
246,False,"{'a': 0.01, 'e': 0.9999967924501778}",25,0,-169.27247824940966,"{0: 13, 1: 2, 2: 7, 3: 1, 4: 2}",0
247,False,"{'a': 0.01, 'e': 0.9999966279961363}",30,0,-153.67639430913033,"{0: 20, 1: 2, 2: 4, 3: 2, 4: 2}",0
248,False,"{'a': 0.01, 'e': 0.999996455110414}",20,0,-150.21080246499093,"{0: 9, 1: 2, 2: 7, 3: 0, 4: 2}",0
249,False,"{'a': 0.01, 'e': 0.9999962733607158}",20,0,-101.98783055291783,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
250,False,"{'a': 0.01, 'e': 0.9999960822925825}",25,8,-77.3915809255719,"{0: 10, 1: 2, 2: 4, 3: 0, 4: 1}",1
251,False,"{'a': 0.01, 'e': 0.999995881428255}",30,18,-29.418467643903586,"{0: 7, 1: 3, 2: 2, 3: 0, 4: 0}",1
252,False,"{'a': 0.01, 'e': 0.9999956702654805}",20,0,-146.21018247363796,"{0: 9, 1: 3, 2: 6, 3: 0, 4: 2}",0
253,False,"{'a': 0.01, 'e': 0.9999954482762552}",20,0,-215.73464967254313,"{0: 9, 1: 1, 2: 6, 3: 0, 4: 4}",0
254,False,"{'a': 0.01, 'e': 0.9999952149055051}",25,0,-159.10419921455613,"{0: 14, 1: 3, 2: 4, 3: 2, 4: 2}",0
255,False,"{'a': 0.01, 'e': 0.9999949695696981}",20,0,-39.87537052511905,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
256,False,"{'a': 0.01, 'e': 0.9999947116553853}",25,0,-64.54680705282817,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
257,False,"{'a': 0.01, 'e': 0.9999944405176665}",25,1,-47.386267947345324,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 0}",1
258,False,"{'a': 0.01, 'e': 0.9999941554785778}",25,0,-85.52818776416395,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
259,False,"{'a': 0.01, 'e': 0.9999938558253978}",25,0,-96.58418773460541,"{0: 14, 1: 5, 2: 5, 3: 0, 4: 1}",0
260,False,"{'a': 0.01, 'e': 0.9999935408088644}",20,0,-36.00557834693328,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
261,False,"{'a': 0.01, 'e': 0.999993209641302}",25,11,-31.4604081684571,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 0}",1
262,False,"{'a': 0.01, 'e': 0.9999928614946518}",20,2,-29.018280945469403,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 0}",1
263,False,"{'a': 0.01, 'e': 0.9999924954984029}",20,0,-87.60409820236025,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
264,False,"{'a': 0.01, 'e': 0.9999921107374138}",20,0,-76.14514150304902,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
265,False,"{'a': 0.01, 'e': 0.9999917062496261}",35,0,-181.4853887116263,"{0: 19, 1: 8, 2: 4, 3: 2, 4: 2}",0
266,False,"{'a': 0.01, 'e': 0.9999912810236589}",20,0,-99.60139198899226,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
267,False,"{'a': 0.01, 'e': 0.9999908339962802}",25,0,-109.638399259268,"{0: 13, 1: 5, 2: 4, 3: 3, 4: 0}",0
268,False,"{'a': 0.01, 'e': 0.9999903640497485}",20,0,-87.69045647850564,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
269,False,"{'a': 0.01, 'e': 0.9999898700090192}",20,0,-55.74107002266795,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
270,False,"{'a': 0.01, 'e': 0.9999893506388063}",25,0,-162.77489746164517,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 3}",0
271,False,"{'a': 0.01, 'e': 0.999988804640495}",30,0,-129.7942473116207,"{0: 21, 1: 2, 2: 4, 3: 1, 4: 2}",0
272,False,"{'a': 0.01, 'e': 0.9999882306488944}",20,9,-65.63044525774401,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 1}",1
273,False,"{'a': 0.01, 'e': 0.9999876272288255}",20,0,-86.87649756113292,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",1
274,False,"{'a': 0.01, 'e': 0.9999869928715335}",25,14,-23.400481038377386,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 0}",1
275,False,"{'a': 0.01, 'e': 0.9999863259909154}",20,0,-135.80383187046303,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
276,False,"{'a': 0.01, 'e': 0.9999856249195559}",25,0,-108.09979184183999,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
277,False,"{'a': 0.01, 'e': 0.999984887904559}",25,0,-68.7953335096777,"{0: 15, 1: 3, 2: 7, 3: 0, 4: 0}",0
278,False,"{'a': 0.01, 'e': 0.9999841131031667}",20,0,-76.85544285721132,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
279,False,"{'a': 0.01, 'e': 0.999983298578152}",20,0,-62.15302639030667,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
280,False,"{'a': 0.01, 'e': 0.9999824422929775}",20,0,-87.29523890637613,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
281,False,"{'a': 0.01, 'e': 0.9999815421067044}",30,0,-99.35630610347785,"{0: 20, 1: 4, 2: 4, 3: 1, 4: 1}",0
282,False,"{'a': 0.01, 'e': 0.9999805957686416}",25,0,-178.6330276010386,"{0: 14, 1: 3, 2: 4, 3: 1, 4: 3}",0
283,False,"{'a': 0.01, 'e': 0.9999796009127201}",25,0,-143.44242426340605,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
284,False,"{'a': 0.01, 'e': 0.9999785550515792}",20,0,-89.37718339257502,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
285,False,"{'a': 0.01, 'e': 0.9999774555703496}",25,0,-187.41276752376936,"{0: 11, 1: 2, 2: 9, 3: 1, 4: 2}",0
286,False,"{'a': 0.01, 'e': 0.9999762997201188}",20,0,-128.7379898519588,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
287,False,"{'a': 0.01, 'e': 0.9999750846110607}",30,0,-110.82009022550488,"{0: 20, 1: 4, 2: 4, 3: 0, 4: 2}",0
288,False,"{'a': 0.01, 'e': 0.9999738072052126}",30,0,-276.4637912168028,"{0: 15, 1: 7, 2: 2, 3: 0, 4: 6}",0
289,False,"{'a': 0.01, 'e': 0.9999724643088853}",35,0,-131.80124782766197,"{0: 25, 1: 3, 2: 4, 3: 1, 4: 2}",0
290,False,"{'a': 0.01, 'e': 0.99997105256468}",20,6,-16.172724665225893,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
291,False,"{'a': 0.01, 'e': 0.9999695684430994}",25,0,-43.25482218160624,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
292,False,"{'a': 0.01, 'e': 0.9999680082337282}",20,0,-127.77934589539953,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 3}",0
293,False,"{'a': 0.01, 'e': 0.9999663680359613}",25,0,-132.76736608429036,"{0: 11, 1: 4, 2: 9, 3: 0, 4: 1}",0
294,False,"{'a': 0.01, 'e': 0.9999646437492582}",20,0,-151.9184762757976,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
295,False,"{'a': 0.01, 'e': 0.9999628310628971}",25,0,-104.09418985918651,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
296,False,"{'a': 0.01, 'e': 0.9999609254452048}",20,0,-158.3325330508957,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
297,False,"{'a': 0.01, 'e': 0.9999589221322353}",25,0,-89.92555250010393,"{0: 14, 1: 3, 2: 7, 3: 1, 4: 0}",0
298,False,"{'a': 0.01, 'e': 0.9999568161158681}",25,0,-84.28590195404229,"{0: 13, 1: 4, 2: 8, 3: 0, 4: 0}",0
299,False,"{'a': 0.01, 'e': 0.9999546021312976}",20,0,-48.00708236109863,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
300,False,"{'a': 0.01, 'e': 0.9999522746438816}",25,0,-106.57961097360585,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
301,False,"{'a': 0.01, 'e': 0.9999498278353162}",20,0,-63.495811086569546,"{0: 10, 1: 5, 2: 5, 3: 0, 4: 0}",0
302,False,"{'a': 0.01, 'e': 0.999947255589104}",30,0,-245.76157524818862,"{0: 11, 1: 7, 2: 8, 3: 1, 4: 3}",0
303,False,"{'a': 0.01, 'e': 0.9999445514752772}",20,0,-198.91430449022212,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 4}",0
304,False,"{'a': 0.01, 'e': 0.9999417087343389}",20,0,-91.4289418974859,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
305,False,"{'a': 0.01, 'e': 0.9999387202603833}",20,0,-106.3544404116012,"{0: 9, 1: 7, 2: 2, 3: 1, 4: 1}",0
306,False,"{'a': 0.01, 'e': 0.9999355785833519}",25,0,-9.684611029069817,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
307,False,"{'a': 0.01, 'e': 0.9999322758503804}",20,9,-33.06741763110545,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
308,False,"{'a': 0.01, 'e': 0.9999288038061921}",25,13,-47.29400622793697,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 1}",1
309,False,"{'a': 0.01, 'e': 0.9999251537724895}",25,0,-140.56623655670757,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
310,False,"{'a': 0.01, 'e': 0.9999213166262887}",30,0,-268.7296901729308,"{0: 12, 1: 4, 2: 8, 3: 3, 4: 3}",0
311,False,"{'a': 0.01, 'e': 0.9999172827771484}",25,0,-68.42393975621357,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
312,False,"{'a': 0.01, 'e': 0.999913042143232}",25,0,-179.18411821793302,"{0: 14, 1: 3, 2: 4, 3: 1, 4: 3}",0
313,False,"{'a': 0.01, 'e': 0.9999085841261478}",25,0,-86.61621189545524,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
314,False,"{'a': 0.01, 'e': 0.9999038975845005}",20,0,-46.858792999662825,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
315,False,"{'a': 0.01, 'e': 0.9998989708060922}",35,13,-89.23511250029516,"{0: 11, 1: 6, 2: 4, 3: 0, 4: 1}",1
316,False,"{'a': 0.01, 'e': 0.9998937914787018}",20,6,-93.34660040105534,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 2}",1
317,False,"{'a': 0.01, 'e': 0.9998883466593704}",20,0,-105.46156497953963,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
318,False,"{'a': 0.01, 'e': 0.9998826227421188}",20,0,-58.654235124953836,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
319,False,"{'a': 0.01, 'e': 0.9998766054240137}",20,0,-47.99945563661985,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
320,False,"{'a': 0.01, 'e': 0.9998702796695016}",25,0,-100.62712455565745,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
321,False,"{'a': 0.01, 'e': 0.9998636296729204}",20,0,-135.46941468333554,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
322,False,"{'a': 0.01, 'e': 0.9998566388190987}",20,15,2.5641032757420508,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.01, 'e': 0.9998492896419403}",25,0,-130.5011495160891,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
324,False,"{'a': 0.01, 'e': 0.9998415637808975}",20,0,-137.78791599490538,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 3}",0
325,False,"{'a': 0.01, 'e': 0.9998334419352227}",20,0,-108.04868149844066,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
326,False,"{'a': 0.01, 'e': 0.9998249038158853}",25,4,-71.41774963505956,"{0: 12, 1: 3, 2: 5, 3: 1, 4: 0}",1
327,False,"{'a': 0.01, 'e': 0.9998159280950366}",20,0,-181.76922985497168,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 4}",0
328,False,"{'a': 0.01, 'e': 0.9998064923528988}",30,0,-255.26282487019574,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 5}",0
329,False,"{'a': 0.01, 'e': 0.9997965730219448}",20,0,-207.55459030479733,"{0: 9, 1: 4, 2: 2, 3: 1, 4: 4}",0
330,False,"{'a': 0.01, 'e': 0.9997861453282355}",25,13,-81.28449818133772,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 2}",1
331,False,"{'a': 0.01, 'e': 0.9997751832297667}",25,0,-134.15663548034942,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 3}",1
332,False,"{'a': 0.01, 'e': 0.9997636593516778}",25,18,12.931952379099279,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.01, 'e': 0.9997515449181605}",25,0,-117.32149752035865,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
334,False,"{'a': 0.01, 'e': 0.9997388096809043}",25,0,-169.73235583953135,"{0: 12, 1: 0, 2: 10, 3: 2, 4: 1}",0
335,False,"{'a': 0.01, 'e': 0.9997254218438986}",35,0,-194.58123204091038,"{0: 22, 1: 4, 2: 4, 3: 2, 4: 3}",0
336,False,"{'a': 0.01, 'e': 0.9997113479844154}",20,0,-66.90884014911398,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
337,False,"{'a': 0.01, 'e': 0.9996965529699712}",25,0,-139.86218697355824,"{0: 14, 1: 2, 2: 6, 3: 2, 4: 1}",0
338,False,"{'a': 0.01, 'e': 0.9996809998710731}",30,0,-204.17575110789795,"{0: 16, 1: 1, 2: 10, 3: 0, 4: 3}",0
339,False,"{'a': 0.01, 'e': 0.9996646498695336}",35,0,-203.89920601707902,"{0: 18, 1: 7, 2: 7, 3: 0, 4: 3}",0
340,False,"{'a': 0.01, 'e': 0.9996474621621289}",30,0,-168.27417211664465,"{0: 19, 1: 2, 2: 6, 3: 0, 4: 3}",0
341,False,"{'a': 0.01, 'e': 0.9996293938593735}",25,0,-169.85575411038323,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 3}",0
342,False,"{'a': 0.01, 'e': 0.9996103998791612}",25,0,-183.40381447271025,"{0: 10, 1: 4, 2: 9, 3: 0, 4: 2}",0
343,False,"{'a': 0.01, 'e': 0.9995904328350139}",25,0,-179.4288923632893,"{0: 11, 1: 3, 2: 8, 3: 1, 4: 2}",0
344,False,"{'a': 0.01, 'e': 0.9995694429186754}",20,0,-184.56987813042508,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 3}",0
345,False,"{'a': 0.01, 'e': 0.9995473777767595}",20,0,-56.11333370041453,"{0: 11, 1: 6, 2: 2, 3: 1, 4: 0}",0
346,False,"{'a': 0.01, 'e': 0.9995241823811616}",30,0,-119.91972030207688,"{0: 18, 1: 4, 2: 6, 3: 1, 4: 1}",0
347,False,"{'a': 0.01, 'e': 0.9994997988929205}",30,0,-146.1901656777502,"{0: 17, 1: 3, 2: 7, 3: 2, 4: 1}",0
348,False,"{'a': 0.01, 'e': 0.9994741665192033}",20,0,-147.0549321230603,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
349,False,"{'a': 0.01, 'e': 0.9994472213630764}",25,0,-144.9672152191093,"{0: 15, 1: 5, 2: 2, 3: 0, 4: 3}",0
350,False,"{'a': 0.01, 'e': 0.9994188962656985}",20,0,-41.87626767429748,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
351,False,"{'a': 0.01, 'e': 0.9993891206405656}",30,0,-147.6027089897547,"{0: 18, 1: 4, 2: 5, 3: 1, 4: 2}",0
352,False,"{'a': 0.01, 'e': 0.9993578202994141}",30,0,-133.17675940523287,"{0: 18, 1: 4, 2: 5, 3: 2, 4: 1}",0
353,False,"{'a': 0.01, 'e': 0.9993249172693672}",25,0,-70.4926210389406,"{0: 16, 1: 6, 2: 2, 3: 0, 4: 1}",0
354,False,"{'a': 0.01, 'e': 0.9992903296008995}",25,0,-145.46608898705557,"{0: 13, 1: 3, 2: 6, 3: 2, 4: 1}",0
355,False,"{'a': 0.01, 'e': 0.9992539711661633}",25,3,-62.1665886720939,"{0: 13, 1: 4, 2: 4, 3: 1, 4: 0}",1
356,False,"{'a': 0.01, 'e': 0.9992157514472091}",20,0,-67.57271685997893,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
357,False,"{'a': 0.01, 'e': 0.9991755753136017}",20,0,-110.66954238175265,"{0: 11, 1: 5, 2: 2, 3: 0, 4: 2}",0
358,False,"{'a': 0.01, 'e': 0.9991333427889207}",30,0,-128.9496485271014,"{0: 21, 1: 4, 2: 2, 3: 0, 4: 3}",0
359,False,"{'a': 0.01, 'e': 0.9990889488055994}",25,12,-41.624738977798515,"{0: 8, 1: 1, 2: 3, 3: 1, 4: 0}",1
360,False,"{'a': 0.01, 'e': 0.9990422829475397}",30,0,-131.59073686111395,"{0: 18, 1: 1, 2: 9, 3: 1, 4: 1}",0
361,False,"{'a': 0.01, 'e': 0.9989932291799144}",30,0,-124.7932264532558,"{0: 19, 1: 6, 2: 3, 3: 0, 4: 2}",0
362,False,"{'a': 0.01, 'e': 0.9989416655655341}",25,0,-105.41378050257141,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
363,False,"{'a': 0.01, 'e': 0.9988874639671398}",25,0,-130.94051840782538,"{0: 13, 1: 3, 2: 7, 3: 1, 4: 1}",0
364,False,"{'a': 0.01, 'e': 0.9988304897349445}",25,0,-143.84392397867612,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
365,False,"{'a': 0.01, 'e': 0.9987706013787226}",20,0,-90.62739013680215,"{0: 10, 1: 2, 2: 7, 3: 1, 4: 0}",0
366,False,"{'a': 0.01, 'e': 0.9987076502237127}",25,0,-185.306631575344,"{0: 12, 1: 4, 2: 6, 3: 0, 4: 3}",0
