trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
551,False,"{'a': 0.01, 'e': 0.06913842034334682}",20,14,9.828929484388135,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.01, 'e': 0.06598900949121876}",20,6,11.446861576944078,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
553,False,"{'a': 0.01, 'e': 0.06297335605699649}",20,16,7.324816718210176,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.01, 'e': 0.060086650174007626}",20,13,13.851839573314983,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.01, 'e': 0.05732417589886873}",25,6,21.729392389899733,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
556,False,"{'a': 0.01, 'e': 0.05468131721594076}",20,6,13.581803103513167,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
557,False,"{'a': 0.01, 'e': 0.05215356307841772}",20,14,11.97880219185141,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.01, 'e': 0.04973651155855672}",20,10,-36.65656701346434,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
559,False,"{'a': 0.01, 'e': 0.04742587317756678}",25,14,23.540114873489486,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.01, 'e': 0.04521747348328748}",20,11,6.791993949050577,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
561,False,"{'a': 0.01, 'e': 0.043107254941086116}",30,22,16.574857914368337,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.01, 'e': 0.041091278200464994}",20,11,16.55103924573242,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.01, 'e': 0.039165722796764356}",25,14,19.28509999724004,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.01, 'e': 0.03732688734412946}",25,11,27.991921229067078,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.01, 'e': 0.03557118927263617}",30,23,14.210438179313483,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.01, 'e': 0.03389516415917814}",25,19,12.84291952314484,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.01, 'e': 0.032295464698450495}",25,15,9.346211753527635,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.01, 'e': 0.030768859357148008}",20,12,17.960124414412785,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.01, 'e': 0.02931223075135632}",20,9,20.26691138637173,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.01, 'e': 0.027922573784073014}",25,12,25.51452790169805,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.01, 'e': 0.026596993576865856}",25,20,7.282041422868912,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.01, 'e': 0.02533270322687172}",25,14,20.825895237863147,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.01, 'e': 0.024127021417669196}",20,2,28.185174183680076,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.01, 'e': 0.022977369910025615}",30,24,10.575833682498054,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.01, 'e': 0.021881270936130466}",20,16,6.561816334886849,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.01, 'e': 0.020836344518680425}",25,11,24.69865515686182,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.01, 'e': 0.019840305734077503}",25,9,23.70117783296909,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.01, 'e': 0.01889096193703905}",30,21,18.274691583081214,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.01, 'e': 0.01798620996209156}",20,16,8.626862831806328,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.01, 'e': 0.017124033315727736}",20,7,22.275960074651575,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.01, 'e': 0.01630249937144093}",20,13,12.17946322211438,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
582,False,"{'a': 0.01, 'e': 0.015519756578408886}",35,18,22.479372805974606,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
583,False,"{'a': 0.01, 'e': 0.014774031693273055}",20,15,7.664196180656467,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.01, 'e': 0.014063627043245475}",20,16,8.59569133506536,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.01, 'e': 0.013386917827664779}",30,18,25.376359794252487,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.01, 'e': 0.012742349464111596}",20,10,16.540074815444115,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.01, 'e': 0.012128434984274237}",25,8,-12.66461242212875,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
588,False,"{'a': 0.01, 'e': 0.011543752483922289}",25,8,34.79875744519065,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.01, 'e': 0.01098694263059318}",20,5,28.18952446090148,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.01, 'e': 0.010456706231918071}",25,15,6.886572414409785,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
591,False,"{'a': 0.01, 'e': 0.009951801866904317}",30,17,13.78933981363824,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
592,False,"{'a': 0.01, 'e': 0.009471043581946108}",30,18,22.242640031262603,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.01, 'e': 0.009013298652847822}",25,11,22.650903082663323,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.01, 'e': 0.008577485413711984}",25,15,5.153346922161127,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
595,False,"{'a': 0.01, 'e': 0.00816257115315989}",30,17,25.12274252823186,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.01, 'e': 0.007767570078014998}",25,10,26.577642258209956,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.01, 'e': 0.007391541344281971}",25,13,22.14279146999189,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.01, 'e': 0.007033587154995161}",25,9,27.78884686183267,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.01, 'e': 0.0066928509242848554}",20,8,26.682255991089303,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.01, 'e': 0.006368515506815542}",25,13,21.982757127666265,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.01, 'e': 0.00605980149158411}",20,3,25.60082359101555,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.01, 'e': 0.005765965558924903}",25,13,22.937817528417018,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.01, 'e': 0.005486298899450404}",25,17,16.573052792901617,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
604,False,"{'a': 0.01, 'e': 0.005220125693558397}",25,14,21.992738651694168,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.01, 'e': 0.004966801650056957}",20,12,12.638065701691934,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.01, 'e': 0.004725712602395478}",20,3,29.611675156957006,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.01, 'e': 0.004496273160941178}",20,12,18.960163915598926,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.01, 'e': 0.004277925419704973}",20,16,6.800536408176178,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.01, 'e': 0.004070137715896128}",35,18,31.130539738126245,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.01, 'e': 0.0038724034406710283}",25,13,17.05957834306014,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.01, 'e': 0.003684239899435986}",35,22,28.84884519802449,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.01, 'e': 0.003505187220066338}",20,11,16.907623801800355,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
613,False,"{'a': 0.01, 'e': 0.0033348073074133443}",25,13,22.282636706801334,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
614,False,"{'a': 0.01, 'e': 0.0031726828424851893}",25,20,9.2057071633565,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.01, 'e': 0.0030184163247084215}",25,14,21.233752542967988,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.01, 'e': 0.0028716291557003976}",30,13,29.752377677558496,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.01, 'e': 0.002731960763011059}",20,15,8.410442457801027,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.01, 'e': 0.002599067762323347}",25,17,17.3110546637327,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.01, 'e': 0.0024726231566347743}",25,13,19.76417109903618,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.01, 'e': 0.0023523155709781456}",25,12,21.34571485425487,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
621,False,"{'a': 0.01, 'e': 0.0022378485212763317}",25,5,28.994611358924974,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.01, 'e': 0.0021289397159641892}",25,10,28.125881031024242,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.01, 'e': 0.002025320389049882}",20,12,14.869193339849172,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.01, 'e': 0.0019267346633274757}",20,15,9.81467703309877,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.01, 'e': 0.0018329389424928035}",30,16,27.512802056435053,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.01, 'e': 0.001743701330954778}",25,14,22.73864830810113,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.01, 'e': 0.0016588010801744215}",25,12,26.20428745568534,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.01, 'e': 0.001578028060403861}",25,8,32.6732081767124,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.01, 'e': 0.0015011822567369917}",20,16,7.048282000975362,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.01, 'e': 0.0014280732884225733}",25,10,27.246939978784297,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.01, 'e': 0.001358519950428958}",25,13,21.323879341154456,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.01, 'e': 0.0012923497762873384}",30,16,25.423991388300948,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.01, 'e': 0.0012293986212774202}",25,5,37.79298429638608,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.01, 'e': 0.0011695102650555148}",25,13,25.53529643026523,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.01, 'e': 0.0011125360328603205}",20,11,16.317497925928386,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.01, 'e': 0.001058334434466014}",35,21,27.517214582774823,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.01, 'e': 0.001006770820085637}",30,22,11.162843618450811,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.01, 'e': 0.0009577170524602394}",30,17,23.60272983098361,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.01, 'e': 0.0009110511944006454}",20,13,13.92728784016436,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.01, 'e': 0.0008666572110791969}",20,11,17.154545916320874,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.01, 'e': 0.0008244246863982946}",20,12,15.90913551425912,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.01, 'e': 0.0007842485527910258}",20,16,9.0550997104328,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.01, 'e': 0.000746028833836697}",25,14,18.851346089039986,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.01, 'e': 0.0007096703991005881}",30,19,22.576496981257304,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.01, 'e': 0.0006750827306328375}",25,17,14.302764132236778,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.01, 'e': 0.0006421797005859854}",25,16,20.478206403913084,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.01, 'e': 0.000610879359434401}",20,12,14.451432042484184,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.01, 'e': 0.0005811037343016315}",25,20,11.581855015269426,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.01, 'e': 0.0005527786369235996}",25,11,28.65868039161279,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.01, 'e': 0.0005258334807966394}",20,15,12.394990996938414,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.01, 'e': 0.0005002011070795639}",25,18,12.05276807315876,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.01, 'e': 0.00047581761883833595}",30,19,20.821286559041518,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.01, 'e': 0.000452622223240535}",25,17,15.232435107488792,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.01, 'e': 0.0004305570813246149}",35,27,15.70190598693923,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.01, 'e': 0.00040956716498605005}",25,15,18.754101980328418,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.01, 'e': 0.000389600120838826}",20,11,14.832845640581755,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.01, 'e': 0.00037060614062639654}",25,11,30.374817133707868,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.01, 'e': 0.00035253783787123874}",20,10,16.938005069569563,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.01, 'e': 0.0003353501304664781}",20,10,17.175997081078865,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.01, 'e': 0.000319000128926791}",20,8,21.01331275964868,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.01, 'e': 0.00030344703002891917}",20,16,9.363644086619733,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
662,False,"{'a': 0.01, 'e': 0.0002886520155846758}",25,15,16.33919496832073,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.01, 'e': 0.0002745781561013324}",30,22,16.949268989963944,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.01, 'e': 0.0002611903190957194}",25,13,21.405081491629,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.01, 'e': 0.00024845508183933427}",25,19,10.415038852625091,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.01, 'e': 0.0002363406483222142}",25,12,22.084209610012735,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.01, 'e': 0.0002248167702332953}",30,23,12.097376398646505,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.01, 'e': 0.00021385467176454235}",25,11,27.106648603795367,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.01, 'e': 0.00020342697805520653}",20,16,7.345911559953727,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.01, 'e': 0.00019350764710127034}",20,9,18.456513211364893,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.01, 'e': 0.000184071904963424}",25,11,28.90334940680587,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.01, 'e': 0.00017509618411480998}",30,21,18.24200479546943,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.01, 'e': 0.00016655806477733576}",20,12,12.20625644999171,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.01, 'e': 0.00015843621910252592}",30,20,18.76710871160624,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.01, 'e': 0.0001507103580597574}",20,5,22.506356616505485,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.01, 'e': 0.00014336118090126093}",20,3,28.59956149886493,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.01, 'e': 0.00013637032707949703}",20,14,14.711654985787707,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.01, 'e': 0.00012972033049847472}",20,15,7.972070040180537,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.01, 'e': 0.00012339457598623172}",25,9,28.818232321079137,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.01, 'e': 0.0001173772578811046}",25,16,21.002514381453867,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.01, 'e': 0.00011165334062956276}",25,8,28.897710162572988,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.01, 'e': 0.00010620852129827645}",30,12,30.85689137727834,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
683,False,"{'a': 0.01, 'e': 0.00010102919390777272}",25,12,26.261520304721426,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.01, 'e': 9.610241549947396e-05}",30,18,23.267685408384693,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.01, 'e': 9.141587385216144e-05}",30,17,26.245775548082342,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.01, 'e': 8.695785676794554e-05}",25,17,14.652233769635124,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.01, 'e': 8.271722285166639e-05}",35,25,20.90047232526552,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.01, 'e': 7.86833737113231e-05}",20,9,17.137798941083993,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.01, 'e': 7.484622751061123e-05}",25,4,34.0355151537379,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.01, 'e': 7.119619380797805e-05}",35,18,31.77153426556651,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.01, 'e': 6.772414961977011e-05}",20,6,24.0756326134544,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.01, 'e': 6.44214166480587e-05}",20,11,16.304539433735417,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.01, 'e': 6.127973961660237e-05}",25,18,14.79011932128823,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.01, 'e': 5.829126566113865e-05}",25,11,26.89596377288536,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.01, 'e': 5.5448524722794907e-05}",25,8,26.42239532731394,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.01, 'e': 5.274441089589174e-05}",25,15,19.923336950472297,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.01, 'e': 5.0172164683764205e-05}",35,15,32.44987503124821,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.01, 'e': 4.772535611847556e-05}",35,25,19.995316823386663,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.01, 'e': 4.5397868702434395e-05}",20,16,8.832855014242458,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.01, 'e': 4.31838841319577e-05}",25,17,15.130923687478196,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.01, 'e': 4.107786776476327e-05}",30,16,26.85048621263097,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.01, 'e': 3.907455479521346e-05}",20,16,7.275542097249761,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
703,False,"{'a': 0.01, 'e': 3.71689371028894e-05}",20,16,7.8700904671280885,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.01, 'e': 3.5356250741744315e-05}",25,14,21.86719435755921,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.01, 'e': 3.3631964038671175e-05}",25,13,21.69390327991449,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.01, 'e': 3.199176627183622e-05}",25,11,28.98317565522675,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.01, 'e': 3.043155690056533e-05}",25,13,22.43434577429865,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.01, 'e': 2.8947435319942595e-05}",30,20,19.888138848182393,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.01, 'e': 2.7535691114583473e-05}",25,18,12.532737257147232,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.01, 'e': 2.61927947872839e-05}",25,8,27.679416220993385,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.01, 'e': 2.4915388939429882e-05}",30,22,12.89510920323917,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.01, 'e': 2.370027988117268e-05}",20,10,18.80044523084467,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.01, 'e': 2.254442965044541e-05}",35,17,34.065596613244495,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.01, 'e': 2.144494842091395e-05}",30,18,22.31291396059687,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.01, 'e': 2.039908727992137e-05}",20,11,16.521382584702668,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.01, 'e': 1.940423135840849e-05}",30,21,15.958446881690639,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.01, 'e': 1.8457893295667037e-05}",30,19,20.34015136143924,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.01, 'e': 1.755770702261729e-05}",30,16,26.23221011418027,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.01, 'e': 1.670142184809518e-05}",25,17,15.821841541728126,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.01, 'e': 1.588689683338768e-05}",25,20,10.203002291188442,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.01, 'e': 1.5112095440975107e-05}",20,14,12.28921579893229,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.01, 'e': 1.4375080444120798e-05}",25,20,9.607484371064883,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.01, 'e': 1.3674009084599712e-05}",30,17,24.97859364150802,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.01, 'e': 1.3007128466476033e-05}",20,0,35.75165157837943,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
725,False,"{'a': 0.01, 'e': 1.2372771174427572e-05}",20,14,13.273894412898827,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.01, 'e': 1.1769351105675994e-05}",25,13,22.694269233606338,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.01, 'e': 1.1195359505113293e-05}",25,20,10.02877380230542,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.01, 'e': 1.0649361193722659e-05}",20,11,15.02470659985974,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.01, 'e': 1.0129990980873921e-05}",20,10,22.412197281764723,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.01, 'e': 9.635950251531879e-06}",20,14,11.160594462251591,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.01, 'e': 9.166003719853315e-06}",30,19,22.133667564277403,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.01, 'e': 8.718976341062604e-06}",25,19,11.482592158344525,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.01, 'e': 8.29375037389159e-06}",20,11,17.35470395629666,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
